# Depth(km)    Pressure(bar)
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
132.008386    3.991490
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
133.436023    4.039560
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
134.862941    4.087630
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
136.289145    4.135700
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
137.714636    4.183770
